Order Date,Region,State,Category,Sub-Category,Product Name,Sales,Profit,Quantity,Discount,Customer Segment,Ship Mode
12/25/2021,Central,Texas,Technology,Accessories,Kensington Keyboard,985.59,215.06,4,0,Consumer,First Class
06/28/2024,West,Utah,Office Supplies,Storage,Rubbermaid File Bin,2970.31,100.36,12,0,Corporate,Standard Class
03/19/2022,South,Alabama,Furniture,Furnishings,Tenex Chair Mat,2124.67,392.3,5,0.5,Home Office,Second Class
09/08/2024,Central,Nebraska,Office Supplies,Paper,HP Premium Paper,1883.89,637.81,9,0,Consumer,First Class
03/03/2021,South,Georgia,Furniture,Furnishings,Advantus Wall Clock,3397.35,706.18,9,0,Home Office,Second Class
12/07/2022,South,Virginia,Furniture,Furnishings,Fellowes Monitor Stand,176.54,43.7,7,0.7,Consumer,Same Day
12/19/2023,South,Georgia,Technology,Machines,HP LaserJet Printer,1017.88,309.74,6,0.6,Consumer,First Class
04/18/2024,West,Arizona,Office Supplies,Binders,GBC Binding Cover,2350.79,-204.19,13,0.15,Consumer,Standard Class
09/29/2024,West,Idaho,Furniture,Bookcases,Sauder Heritage Bookcase,2814.97,-43.9,14,0.5,Corporate,Standard Class
06/16/2021,East,Pennsylvania,Office Supplies,Paper,Xerox Copy Paper,2019.1,-99.13,11,0.1,Consumer,Standard Class
06/14/2021,East,Vermont,Technology,Phones,Motorola Phone Stand,1109.47,293.68,5,0.7,Corporate,Standard Class
08/07/2024,South,Alabama,Furniture,Chairs,Novimex Swivel Chair,307.46,57.8,7,0.7,Consumer,First Class
05/11/2024,Central,Texas,Office Supplies,Supplies,Tape Dispenser,147.89,26.41,5,0.3,Corporate,Second Class
12/07/2022,South,Alabama,Technology,Machines,HP LaserJet Printer,482.22,95.25,1,0.5,Corporate,Same Day
02/16/2021,South,Florida,Furniture,Bookcases,Bush Wood Bookcase,2147.87,-198.29,7,0.5,Consumer,Second Class
10/06/2022,West,Idaho,Furniture,Bookcases,Hon Metal Bookcase,1006.73,-129.29,6,0.8,Corporate,Standard Class
02/24/2022,South,Kentucky,Furniture,Furnishings,Eldon Desk Lamp,8633.36,-1751.22,14,0,Consumer,Standard Class
11/18/2023,South,Georgia,Furniture,Furnishings,Tenex Chair Mat,1200.97,56.98,11,0.2,Home Office,First Class
06/02/2021,South,Georgia,Furniture,Chairs,Novimex Swivel Chair,1546.16,-141.07,11,0.5,Consumer,Second Class
11/12/2023,Central,Texas,Furniture,Furnishings,Advantus Wall Clock,399.42,-31.61,1,0,Consumer,Second Class
03/27/2023,South,South Carolina,Technology,Accessories,Logitech Wireless Mouse,626.76,-103.38,8,0.5,Corporate,Same Day
08/01/2024,West,Oregon,Furniture,Bookcases,Hon Metal Bookcase,968.35,100.12,2,0.4,Consumer,Standard Class
03/18/2024,West,Arizona,Technology,Copiers,Xerox WorkCentre Copier,6403.83,286.79,9,0.2,Home Office,Same Day
11/22/2023,West,Utah,Furniture,Chairs,Global Deluxe Task Chair,929.62,-54.79,3,0.5,Consumer,First Class
12/10/2024,West,Idaho,Technology,Phones,OtterBox Phone Cover,4357.22,31.43,10,0.5,Home Office,Standard Class
10/14/2023,South,Louisiana,Technology,Phones,OtterBox Phone Cover,1781.88,417.96,4,0.3,Consumer,First Class
09/11/2024,East,Vermont,Technology,Machines,Canon imageCLASS Printer,3375.75,430.42,14,0,Corporate,Second Class
11/18/2022,East,Vermont,Technology,Accessories,Logitech Wireless Mouse,6082.34,985.63,9,0.4,Corporate,Second Class
03/14/2024,East,Rhode Island,Technology,Machines,Canon imageCLASS Printer,1666.57,552.22,3,0.2,Home Office,Standard Class
11/21/2021,Central,Michigan,Office Supplies,Labels,Avery Round Labels,639.05,146.36,3,0,Home Office,Second Class
08/20/2024,South,Mississippi,Technology,Accessories,SanDisk USB Drive,2709.41,-128.34,3,0.15,Home Office,Standard Class
03/15/2021,East,Connecticut,Office Supplies,Supplies,Tape Dispenser,401.29,-14.38,12,0.7,Consumer,Second Class
01/10/2024,South,Louisiana,Office Supplies,Supplies,X-Acto Cutting Mat,188.44,58.48,13,0.7,Corporate,First Class
10/11/2023,South,Georgia,Technology,Phones,OtterBox Phone Cover,3030.96,227.89,10,0.5,Home Office,Same Day
10/09/2023,South,North Carolina,Furniture,Tables,Bush Somerset Table,8587.98,595.01,12,0,Home Office,Standard Class
04/17/2021,South,North Carolina,Technology,Machines,Brother Fax Machine,10843.97,1606.45,12,0.15,Corporate,Same Day
03/04/2021,South,Mississippi,Office Supplies,Supplies,Scissors Set,480.08,139.16,11,0,Consumer,First Class
08/02/2023,Central,Wisconsin,Office Supplies,Binders,Cardinal Ring Binder,354.44,-13.54,10,0.3,Home Office,First Class
03/13/2023,West,Nevada,Technology,Machines,Brother Fax Machine,13148.88,-1752.21,14,0.1,Home Office,Standard Class
11/02/2024,Central,Missouri,Furniture,Tables,Bretford Conference Table,1621.04,335.39,11,0.2,Home Office,Same Day
04/07/2023,West,Colorado,Office Supplies,Binders,GBC Binding Cover,1956.12,-228.16,10,0.1,Home Office,First Class
01/27/2023,East,Massachusetts,Technology,Phones,OtterBox Phone Cover,6860.43,300.34,6,0,Corporate,Same Day
10/24/2024,Central,Texas,Technology,Accessories,Belkin Surge Protector,1242.37,-165.86,5,0.15,Home Office,Standard Class
04/07/2021,East,Pennsylvania,Office Supplies,Supplies,X-Acto Cutting Mat,417.18,-20.79,4,0.5,Consumer,First Class
09/22/2022,East,Pennsylvania,Office Supplies,Paper,Universal Legal Pad,119.72,-22.21,2,0.2,Corporate,Second Class
06/22/2024,East,Massachusetts,Technology,Machines,Brother Fax Machine,1642.9,423.09,4,0.3,Home Office,Standard Class
02/02/2021,West,Utah,Office Supplies,Envelopes,Kraft Envelope Pack,2025.36,-324.44,10,0.15,Home Office,Standard Class
07/25/2023,Central,Illinois,Furniture,Tables,Bush Somerset Table,1359.98,474.03,7,0.6,Home Office,Same Day
01/10/2023,East,New Jersey,Office Supplies,Storage,Sterilite Storage Tote,571.01,37.73,3,0.1,Corporate,Same Day
04/30/2021,West,Oregon,Office Supplies,Fasteners,Acco Binder Clips,306.23,69.02,6,0.6,Corporate,Same Day
12/17/2024,Central,Wisconsin,Furniture,Chairs,Novimex Swivel Chair,950.43,184.84,6,0.5,Home Office,First Class
12/30/2024,Central,Nebraska,Office Supplies,Envelopes,Security Envelopes,411.22,21.06,14,0.6,Corporate,Standard Class
01/13/2021,East,Vermont,Office Supplies,Storage,Iris Stackable Bin,40.67,-2.68,1,0,Home Office,Second Class
10/30/2022,West,Washington,Furniture,Chairs,Global Deluxe Task Chair,906.45,-223.58,14,0.2,Corporate,Same Day
10/28/2024,East,Rhode Island,Furniture,Furnishings,Tenex Chair Mat,487.68,127.13,2,0.15,Home Office,Same Day
10/21/2023,South,Mississippi,Technology,Copiers,Xerox WorkCentre Copier,3328.76,-388.63,14,0.8,Corporate,Same Day
01/21/2023,Central,Missouri,Furniture,Bookcases,Hon Metal Bookcase,6206.31,1068.79,14,0.5,Corporate,First Class
12/20/2024,West,Washington,Technology,Machines,HP LaserJet Printer,8031.1,-1090.19,9,0,Consumer,Second Class
07/02/2024,West,Oregon,Technology,Phones,Motorola Phone Stand,942.55,-231.05,2,0,Consumer,Second Class
02/07/2024,South,Virginia,Office Supplies,Binders,GBC Binding Cover,51.25,-7.74,8,0.2,Corporate,Same Day
09/11/2023,East,New Hampshire,Furniture,Chairs,Bush Mid-Back Chair,1594.24,532.44,8,0.2,Home Office,First Class
10/29/2022,South,North Carolina,Office Supplies,Binders,Avery Durable Binder,29.25,7.02,3,0.6,Home Office,Same Day
04/19/2021,South,Kentucky,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase,5868.85,1914.48,9,0,Home Office,Same Day
06/27/2023,West,Washington,Office Supplies,Paper,HP Premium Paper,474.81,145.04,13,0.8,Home Office,Second Class
03/26/2024,East,Maine,Furniture,Chairs,HON Executive Leather Chair,833.63,-2.36,10,0.6,Consumer,Standard Class
04/29/2022,South,Tennessee,Technology,Phones,Motorola Phone Stand,892.49,257.06,9,0.5,Corporate,First Class
07/01/2022,West,Montana,Furniture,Tables,Chromcraft Round Table,3152.88,431.2,7,0,Home Office,Same Day
02/10/2021,West,Oregon,Office Supplies,Labels,Avery File Labels,533.9,-52.14,10,0.2,Corporate,Standard Class
01/18/2022,West,Idaho,Technology,Copiers,Canon Copier,5449.66,-832.42,10,0,Corporate,Second Class
10/02/2023,South,Kentucky,Office Supplies,Art,Sharpie Marker Set,348.41,111.75,12,0.2,Home Office,Second Class
01/17/2023,West,Oregon,Furniture,Bookcases,Hon Metal Bookcase,1002.0,268.32,7,0.8,Home Office,Second Class
05/27/2024,West,California,Furniture,Tables,Lesro Reception Table,3114.72,190.54,13,0.7,Home Office,Same Day
01/14/2022,Central,Michigan,Technology,Accessories,SanDisk USB Drive,787.13,239.75,4,0.7,Consumer,Second Class
08/14/2024,East,Connecticut,Office Supplies,Paper,Universal Legal Pad,171.27,16.15,2,0.6,Consumer,Same Day
02/16/2021,East,Maine,Furniture,Chairs,Global Deluxe Task Chair,7614.91,-1138.52,13,0,Home Office,First Class
07/22/2022,East,Pennsylvania,Office Supplies,Paper,Universal Legal Pad,283.41,-61.21,11,0.8,Consumer,Standard Class
07/10/2021,South,Louisiana,Furniture,Chairs,Novimex Swivel Chair,1477.62,-326.48,10,0,Consumer,Second Class
04/20/2023,East,Massachusetts,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase,342.91,-62.03,8,0.7,Home Office,Standard Class
09/23/2021,East,Pennsylvania,Office Supplies,Fasteners,Staples Standard Staples,95.99,17.57,3,0,Corporate,Second Class
06/29/2024,Central,Kansas,Office Supplies,Paper,HP Premium Paper,132.23,-9.76,12,0.8,Consumer,Same Day
07/22/2023,South,Tennessee,Furniture,Bookcases,Hon Metal Bookcase,2421.9,523.1,11,0.7,Consumer,Second Class
02/16/2021,Central,Ohio,Furniture,Bookcases,Bush Wood Bookcase,4037.0,505.47,13,0.5,Consumer,First Class
02/09/2023,East,Maine,Furniture,Chairs,Bush Mid-Back Chair,2277.58,238.78,3,0,Home Office,First Class
09/27/2024,Central,Missouri,Furniture,Bookcases,Hon Metal Bookcase,1295.24,281.76,10,0.6,Home Office,Same Day
10/18/2021,East,Pennsylvania,Furniture,Furnishings,Eldon Desk Lamp,1768.49,-61.17,5,0.1,Corporate,First Class
06/16/2022,South,Virginia,Furniture,Chairs,Global Deluxe Task Chair,282.04,-66.17,2,0.8,Corporate,Standard Class
04/18/2022,South,Georgia,Office Supplies,Binders,Cardinal Ring Binder,383.0,-57.52,9,0.4,Home Office,Standard Class
04/25/2023,South,Georgia,Office Supplies,Fasteners,Staples Standard Staples,133.47,-10.83,4,0,Home Office,Standard Class
03/31/2022,Central,Minnesota,Office Supplies,Binders,Avery Durable Binder,520.51,-120.01,12,0.8,Consumer,Standard Class
01/25/2023,East,Maine,Office Supplies,Supplies,Tape Dispenser,931.06,-25.57,7,0.15,Home Office,First Class
05/30/2022,Central,Wisconsin,Office Supplies,Binders,GBC Binding Cover,287.53,67.87,8,0,Corporate,Same Day
11/20/2023,East,Pennsylvania,Furniture,Bookcases,Sauder Heritage Bookcase,404.71,94.56,2,0,Home Office,Same Day
07/04/2021,West,Washington,Office Supplies,Fasteners,Officemate Paper Clips,856.83,-192.29,8,0,Consumer,Standard Class
08/10/2021,Central,Iowa,Furniture,Chairs,Global Deluxe Task Chair,88.21,-17.58,6,0.8,Home Office,Standard Class
08/05/2023,South,Louisiana,Furniture,Chairs,Global Deluxe Task Chair,3372.65,1117.24,12,0.1,Corporate,First Class
12/25/2021,Central,Iowa,Office Supplies,Paper,Universal Legal Pad,20.3,-4.86,2,0.8,Corporate,Second Class
05/23/2023,Central,Kansas,Technology,Accessories,Belkin Surge Protector,6111.06,291.52,12,0.3,Consumer,Standard Class
11/17/2021,East,Maine,Furniture,Chairs,Novimex Swivel Chair,6983.2,1766.74,14,0.4,Corporate,Same Day
10/11/2021,West,Washington,Office Supplies,Art,Sharpie Marker Set,48.29,-10.4,12,0.4,Corporate,Same Day
07/07/2024,South,Alabama,Furniture,Tables,Chromcraft Round Table,6844.85,1554.21,10,0,Consumer,Same Day
02/10/2021,South,Louisiana,Furniture,Tables,Bretford Conference Table,904.22,-98.04,12,0.7,Home Office,Standard Class
09/29/2024,Central,Nebraska,Furniture,Tables,Bush Somerset Table,3583.99,-525.87,12,0,Corporate,Standard Class
08/01/2024,Central,Nebraska,Office Supplies,Fasteners,Acco Binder Clips,21.78,0.61,4,0.7,Corporate,Standard Class
04/22/2023,South,Alabama,Technology,Accessories,Logitech Wireless Mouse,1425.72,58.42,7,0,Consumer,Same Day
12/23/2021,South,Mississippi,Office Supplies,Paper,HP Premium Paper,1147.64,-141.66,13,0.2,Home Office,First Class
12/05/2021,East,New Hampshire,Furniture,Bookcases,Bush Wood Bookcase,299.92,-36.41,7,0.7,Consumer,Same Day
11/21/2021,West,Washington,Furniture,Furnishings,Eldon Desk Lamp,1980.5,254.48,11,0.7,Home Office,First Class
11/02/2024,East,Rhode Island,Furniture,Chairs,Bush Mid-Back Chair,2510.28,269.31,12,0.6,Home Office,Same Day
01/06/2024,West,Washington,Furniture,Furnishings,Eldon Desk Lamp,1450.25,-110.42,9,0.7,Home Office,Standard Class
01/01/2024,East,Rhode Island,Office Supplies,Labels,Avery Shipping Labels,569.83,11.84,3,0,Corporate,Second Class
01/10/2024,South,Kentucky,Office Supplies,Supplies,Scissors Set,610.03,-57.53,3,0,Consumer,Same Day
01/22/2022,South,Tennessee,Office Supplies,Art,Sharpie Marker Set,64.71,6.95,7,0.6,Consumer,Standard Class
05/13/2024,West,Montana,Office Supplies,Labels,Avery File Labels,1084.18,57.26,11,0.3,Corporate,Same Day
04/15/2022,South,Florida,Office Supplies,Storage,Sterilite Storage Tote,793.75,178.02,12,0,Home Office,Same Day
02/05/2024,East,Maine,Office Supplies,Storage,Rubbermaid File Bin,454.44,-36.14,11,0.1,Home Office,Second Class
04/04/2024,Central,Missouri,Office Supplies,Art,Bic Pen Pack,655.85,-7.28,13,0.7,Corporate,Standard Class
01/25/2024,South,Virginia,Technology,Copiers,Ricoh Office Copier,271.88,31.83,4,0.8,Consumer,First Class
06/29/2023,South,Kentucky,Office Supplies,Binders,Avery Durable Binder,141.09,-26.62,1,0,Consumer,Second Class
01/17/2024,Central,Nebraska,Furniture,Furnishings,Advantus Wall Clock,182.72,60.41,9,0,Consumer,First Class
06/12/2023,South,Kentucky,Technology,Machines,Canon imageCLASS Printer,1255.54,-199.88,3,0.15,Home Office,Same Day
09/07/2022,East,Vermont,Furniture,Bookcases,Sauder Heritage Bookcase,1617.96,-294.84,2,0.1,Home Office,Second Class
04/15/2023,Central,Nebraska,Technology,Machines,HP LaserJet Printer,503.3,91.51,2,0.1,Consumer,First Class
02/14/2024,West,Nevada,Furniture,Tables,Chromcraft Round Table,3352.82,730.43,9,0,Home Office,Standard Class
10/24/2021,West,Colorado,Office Supplies,Labels,Kroy Label Tape,774.19,5.69,5,0,Home Office,Standard Class
04/04/2023,West,Arizona,Office Supplies,Storage,Rubbermaid File Bin,1660.0,322.37,14,0,Home Office,Standard Class
04/01/2023,West,Arizona,Technology,Phones,Apple iPhone Case,800.75,-69.75,8,0.5,Corporate,First Class
06/28/2024,South,Kentucky,Furniture,Chairs,Bush Mid-Back Chair,1199.94,381.95,3,0.3,Home Office,Same Day
11/04/2023,West,Utah,Technology,Copiers,Sharp Digital Copier,1107.26,316.14,7,0.6,Consumer,First Class
08/15/2021,Central,Nebraska,Office Supplies,Envelopes,Kraft Envelope Pack,28.34,3.1,2,0.6,Consumer,Standard Class
12/21/2022,South,Tennessee,Furniture,Furnishings,Eldon Desk Lamp,875.09,3.05,2,0,Home Office,Standard Class
05/13/2023,West,Montana,Technology,Copiers,Xerox WorkCentre Copier,2757.37,484.23,6,0.1,Consumer,Standard Class
09/22/2023,Central,Minnesota,Office Supplies,Storage,Rubbermaid File Bin,8.14,1.17,1,0,Home Office,First Class
04/07/2021,West,Arizona,Technology,Accessories,Kensington Keyboard,4194.43,668.78,5,0.3,Corporate,Same Day
06/12/2023,South,Louisiana,Office Supplies,Storage,Sterilite Storage Tote,27.8,6.24,5,0,Corporate,First Class
01/06/2024,South,Tennessee,Office Supplies,Supplies,Swingline Stapler,45.5,14.64,1,0.6,Corporate,Second Class
09/25/2021,West,Montana,Technology,Phones,OtterBox Phone Cover,1062.28,-7.8,4,0.2,Corporate,Second Class
08/11/2021,West,Utah,Office Supplies,Labels,Avery Round Labels,178.15,20.48,7,0.7,Consumer,Standard Class
12/25/2021,East,Vermont,Furniture,Chairs,Global Deluxe Task Chair,457.26,94.75,3,0.15,Corporate,Same Day
10/10/2022,South,Louisiana,Office Supplies,Fasteners,Bostitch Push Pins,987.56,-185.47,10,0,Consumer,First Class
05/03/2021,East,Pennsylvania,Office Supplies,Labels,Kroy Label Tape,2.86,0.1,1,0.5,Home Office,Same Day
06/12/2021,South,Louisiana,Technology,Machines,HP LaserJet Printer,872.12,274.77,3,0.6,Corporate,Standard Class
12/03/2021,Central,Iowa,Furniture,Furnishings,Advantus Wall Clock,669.92,126.12,11,0.3,Consumer,Standard Class
12/02/2022,West,Montana,Office Supplies,Paper,Universal Legal Pad,245.67,25.36,4,0.3,Corporate,Standard Class
06/27/2022,South,Kentucky,Office Supplies,Binders,Wilson Jones Binder,709.39,-124.82,9,0,Home Office,Second Class
03/06/2021,Central,Wisconsin,Office Supplies,Labels,Avery Round Labels,501.33,71.03,11,0.3,Corporate,Same Day
10/14/2021,Central,Ohio,Furniture,Bookcases,Sauder Heritage Bookcase,3369.98,1148.61,4,0,Corporate,Same Day
05/13/2022,East,New Hampshire,Office Supplies,Fasteners,Bostitch Push Pins,1514.48,237.94,11,0.15,Consumer,Same Day
05/30/2021,West,California,Furniture,Furnishings,Tenex Chair Mat,4150.47,593.65,8,0.2,Consumer,Standard Class
07/25/2024,South,South Carolina,Furniture,Tables,Chromcraft Round Table,1440.88,499.41,4,0,Consumer,First Class
04/16/2022,West,Arizona,Technology,Machines,Brother Fax Machine,359.22,108.66,5,0,Home Office,Standard Class
11/20/2023,East,Vermont,Office Supplies,Supplies,Swingline Stapler,122.7,-17.99,2,0.3,Corporate,First Class
12/25/2023,Central,Wisconsin,Office Supplies,Fasteners,Staples Standard Staples,439.99,71.74,4,0.5,Corporate,Second Class
05/09/2022,South,Kentucky,Furniture,Bookcases,Bush Wood Bookcase,565.54,40.71,11,0.6,Home Office,First Class
11/15/2024,South,Mississippi,Technology,Copiers,Xerox WorkCentre Copier,3881.08,1324.11,10,0,Corporate,Second Class
06/04/2022,South,Georgia,Office Supplies,Supplies,X-Acto Cutting Mat,69.52,-13.65,7,0.1,Home Office,Same Day
02/15/2024,Central,Ohio,Office Supplies,Binders,GBC Binding Cover,1474.24,-224.61,11,0.1,Consumer,Second Class
03/14/2023,East,New Jersey,Furniture,Furnishings,Eldon Desk Lamp,11906.4,1070.97,14,0,Consumer,Standard Class
08/28/2021,West,Oregon,Furniture,Bookcases,Sauder Heritage Bookcase,222.42,63.03,1,0,Consumer,Standard Class
04/03/2021,South,Louisiana,Office Supplies,Fasteners,Staples Standard Staples,105.32,11.39,1,0.5,Home Office,Same Day
01/23/2022,South,Georgia,Furniture,Bookcases,Bush Wood Bookcase,3029.19,-232.47,6,0.3,Home Office,Second Class
04/22/2024,Central,Minnesota,Technology,Machines,Canon imageCLASS Printer,8548.36,-719.62,9,0,Home Office,Second Class
10/17/2024,West,Colorado,Office Supplies,Fasteners,Officemate Paper Clips,138.42,-18.11,13,0,Consumer,Same Day
11/06/2022,South,North Carolina,Furniture,Tables,Chromcraft Round Table,1697.7,425.2,12,0.6,Corporate,Standard Class
07/05/2022,East,Vermont,Office Supplies,Fasteners,Acco Binder Clips,10.47,1.45,2,0,Corporate,First Class
01/04/2021,East,Pennsylvania,Technology,Machines,Brother Fax Machine,5177.13,-981.88,13,0.4,Home Office,First Class
02/25/2024,South,Florida,Technology,Phones,Motorola Phone Stand,6235.85,492.26,13,0.1,Corporate,Second Class
03/07/2023,South,Kentucky,Technology,Copiers,Xerox WorkCentre Copier,5690.08,379.94,10,0.4,Home Office,Same Day
01/16/2023,East,New Hampshire,Technology,Copiers,Canon Copier,775.47,5.62,1,0.2,Corporate,Same Day
09/17/2021,East,New Hampshire,Office Supplies,Storage,Iris Stackable Bin,34.91,9.73,1,0,Corporate,Same Day
02/08/2024,West,Utah,Furniture,Tables,Bretford Conference Table,9656.17,3266.1,14,0,Home Office,First Class
11/12/2023,West,Washington,Office Supplies,Envelopes,Security Envelopes,697.33,16.84,6,0,Home Office,Standard Class
06/02/2021,West,Idaho,Office Supplies,Fasteners,Bostitch Push Pins,168.9,42.37,2,0.5,Home Office,Second Class
06/12/2023,Central,Illinois,Technology,Copiers,Xerox WorkCentre Copier,1101.9,123.3,5,0,Corporate,First Class
06/30/2022,East,New Hampshire,Furniture,Tables,Chromcraft Round Table,2233.53,-93.88,3,0,Corporate,First Class
01/06/2021,South,Florida,Office Supplies,Fasteners,Bostitch Push Pins,207.77,53.34,14,0.6,Corporate,Same Day
07/18/2024,East,New York,Technology,Phones,Apple iPhone Case,7009.69,2026.4,7,0.1,Corporate,First Class
07/25/2022,East,New Hampshire,Furniture,Chairs,HON Executive Leather Chair,7499.97,388.94,14,0.4,Home Office,First Class
12/02/2023,Central,Texas,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase,994.6,162.43,11,0.5,Home Office,Same Day
03/09/2023,West,Washington,Furniture,Furnishings,Eldon Desk Lamp,183.58,-38.64,9,0.2,Corporate,Standard Class
06/04/2024,East,Pennsylvania,Technology,Accessories,Logitech Wireless Mouse,1919.72,-354.14,3,0.4,Home Office,Standard Class
01/13/2023,Central,Ohio,Office Supplies,Art,Newell Highlighters,36.49,3.35,4,0.4,Consumer,Standard Class
10/25/2024,East,New Hampshire,Furniture,Furnishings,Advantus Wall Clock,862.14,-82.89,1,0,Home Office,Standard Class
04/10/2022,Central,Kansas,Technology,Accessories,SanDisk USB Drive,759.7,68.75,13,0.7,Corporate,Same Day
07/26/2022,West,Utah,Office Supplies,Binders,Wilson Jones Binder,836.22,158.57,8,0,Home Office,Second Class
05/25/2021,South,South Carolina,Office Supplies,Art,Sharpie Marker Set,71.75,-11.32,1,0.15,Home Office,Same Day
03/13/2022,West,Oregon,Furniture,Furnishings,Advantus Wall Clock,875.55,-84.39,13,0.8,Consumer,First Class
07/14/2022,West,Utah,Technology,Phones,OtterBox Phone Cover,475.86,3.6,9,0.3,Consumer,Second Class
12/29/2021,Central,Wisconsin,Technology,Machines,Brother Fax Machine,2579.43,874.01,6,0.1,Home Office,First Class
11/16/2022,South,North Carolina,Technology,Phones,Motorola Phone Stand,591.05,180.98,1,0.4,Home Office,Standard Class
06/13/2021,South,Tennessee,Office Supplies,Envelopes,Security Envelopes,174.49,15.48,6,0.3,Home Office,Standard Class
03/29/2021,East,Rhode Island,Office Supplies,Envelopes,Kraft Envelope Pack,421.34,79.37,8,0.7,Home Office,Standard Class
11/06/2023,West,Washington,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase,3842.33,622.48,7,0,Consumer,First Class
11/07/2024,Central,Iowa,Technology,Copiers,Canon Copier,2721.39,-641.5,12,0,Home Office,First Class
01/02/2021,West,Colorado,Office Supplies,Art,Sharpie Marker Set,21.32,0.27,2,0.7,Corporate,First Class
06/11/2021,East,New York,Furniture,Furnishings,Eldon Desk Lamp,1900.74,508.82,6,0,Consumer,First Class
06/17/2023,Central,Iowa,Technology,Accessories,Logitech Wireless Mouse,5741.79,260.61,5,0,Corporate,Second Class
12/21/2024,West,Idaho,Technology,Phones,Motorola Phone Stand,3929.59,535.79,12,0.6,Consumer,Standard Class
09/15/2022,East,New York,Office Supplies,Labels,Avery File Labels,13.07,2.14,13,0.8,Home Office,Standard Class
03/16/2022,East,Connecticut,Office Supplies,Binders,Avery Durable Binder,893.25,151.17,7,0,Corporate,Standard Class
09/01/2024,East,Rhode Island,Office Supplies,Art,Sharpie Marker Set,371.8,-54.08,6,0.6,Home Office,First Class
04/04/2021,Central,Michigan,Office Supplies,Envelopes,Poly Mailer Bundle,82.0,-17.58,6,0.3,Corporate,Standard Class
05/31/2021,East,Vermont,Technology,Copiers,Canon Copier,5474.96,199.84,9,0.3,Consumer,Second Class
09/18/2024,South,Kentucky,Office Supplies,Binders,GBC Binding Cover,339.8,-22.41,4,0.6,Home Office,First Class
07/28/2023,West,California,Furniture,Furnishings,Fellowes Monitor Stand,2198.51,-539.01,7,0,Consumer,First Class
10/04/2022,East,Pennsylvania,Office Supplies,Paper,Universal Legal Pad,1124.57,-157.23,5,0,Consumer,Same Day
09/16/2024,Central,Ohio,Technology,Phones,Samsung Galaxy Charger,1883.09,-223.52,10,0.8,Consumer,First Class
03/16/2024,Central,Illinois,Furniture,Bookcases,Sauder Heritage Bookcase,242.29,0.74,1,0.7,Home Office,Standard Class
05/13/2022,Central,Michigan,Furniture,Furnishings,Advantus Wall Clock,800.03,-144.01,1,0,Corporate,Same Day
10/21/2024,South,South Carolina,Furniture,Bookcases,Bush Wood Bookcase,1130.37,311.84,6,0.4,Home Office,Same Day
04/30/2024,Central,Nebraska,Furniture,Bookcases,Hon Metal Bookcase,3352.98,-211.2,12,0.6,Corporate,Standard Class
11/22/2024,West,Nevada,Office Supplies,Binders,Avery Durable Binder,168.79,10.53,3,0.4,Consumer,First Class
07/01/2023,South,Louisiana,Furniture,Chairs,Global Deluxe Task Chair,1450.03,369.92,2,0,Consumer,Standard Class
08/18/2024,West,Nevada,Office Supplies,Binders,Avery Durable Binder,946.08,-139.5,13,0.6,Corporate,Standard Class
06/08/2023,South,Florida,Technology,Accessories,Logitech Wireless Mouse,1237.33,-152.36,2,0,Corporate,First Class
12/09/2021,East,Maine,Technology,Copiers,Ricoh Office Copier,336.5,28.13,12,0.8,Consumer,Standard Class
01/27/2024,Central,Michigan,Office Supplies,Paper,Xerox Copy Paper,660.14,36.38,7,0.6,Home Office,Same Day
04/20/2021,West,Montana,Office Supplies,Envelopes,Security Envelopes,2737.53,-457.55,11,0,Home Office,Same Day
06/13/2024,West,California,Furniture,Chairs,HON Executive Leather Chair,330.41,101.1,5,0.5,Consumer,Second Class
07/25/2022,West,California,Office Supplies,Art,Crayola Colored Pencils,1117.91,210.93,8,0.15,Home Office,Standard Class
10/10/2024,East,Vermont,Office Supplies,Paper,Xerox Copy Paper,94.54,-22.89,3,0.8,Consumer,Second Class
09/26/2021,East,Connecticut,Technology,Machines,HP LaserJet Printer,326.11,-11.25,3,0.8,Consumer,Standard Class
09/25/2021,West,Colorado,Technology,Machines,Canon imageCLASS Printer,4670.79,1316.24,9,0,Corporate,First Class
05/03/2024,South,South Carolina,Furniture,Bookcases,Bush Wood Bookcase,1013.01,-36.96,4,0.4,Home Office,Standard Class
05/10/2024,West,Oregon,Furniture,Bookcases,Hon Metal Bookcase,869.01,206.63,2,0.3,Home Office,Standard Class
04/07/2024,South,Virginia,Office Supplies,Storage,Iris Stackable Bin,336.64,106.54,12,0.5,Consumer,First Class
03/14/2023,West,Montana,Office Supplies,Art,Bic Pen Pack,428.21,98.86,3,0,Consumer,Standard Class
04/12/2023,South,Louisiana,Furniture,Bookcases,Bush Wood Bookcase,6282.56,3.84,9,0.2,Corporate,Same Day
06/22/2021,East,Vermont,Furniture,Furnishings,Tenex Chair Mat,3638.4,-119.23,10,0.5,Consumer,First Class
06/03/2023,Central,Wisconsin,Office Supplies,Storage,Rubbermaid File Bin,1082.62,122.11,7,0.1,Consumer,Second Class
12/09/2021,South,Tennessee,Furniture,Tables,Lesro Reception Table,964.36,-143.34,8,0.1,Consumer,Same Day
